cid,mean_accuracy,rounds,total_examples
8803677839499576376,0.3424,5,5000
11524018462176523094,0.3416,5,5000
16963596163529797682,0.33940000000000003,5,5000
4391825191163519514,0.3322,5,5000
17745607345905507048,0.3318,5,5000
836092290281273963,0.319,5,5000
9359184607891533665,0.315,5,5000
17498941126960822941,0.3128,5,5000
1581707510032875957,0.3108,5,5000
17775512175905467071,0.3032,5,5000
