round,global_accuracy,num_clients,global_drift_flag,clients_with_drift,delta_t,delta_0,band_lo,band_hi,phase,label
1,0.2047,10,0,[],,,,,INIT,IID_wilbik_s11
2,0.2894,10,0,[],,,,,INIT,IID_wilbik_s11
3,0.3589,10,0,[],,,,,INIT,IID_wilbik_s11
4,0.4028,10,0,[],,225.4183716688173,180.33469733505385,270.50204600258076,INIT,IID_wilbik_s11
5,0.4207,10,1,[],290.9038844613292,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
6,0.4349,10,1,[],281.0746644576911,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
7,0.4515,10,1,[],305.41015441678536,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
8,0.4606,10,1,[],338.3068675106618,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
9,0.4806,10,1,[],359.7986042721472,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
10,0.4879,10,1,[],387.46984312783553,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
11,0.5045,10,1,[],372.31820221832413,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
12,0.5148,10,1,[],422.2092821078738,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
13,0.5225,10,1,[],416.9530997750525,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
14,0.5331,10,1,[],443.83341990811385,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
15,0.5425,10,1,[],436.9445436243113,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
16,0.555,10,1,[],455.8195306813427,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
17,0.5581,10,1,[],472.2379693196636,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
18,0.5665,10,1,[],499.2670110905554,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
19,0.5723,10,1,[],537.877038797731,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
20,0.5717,10,1,[],547.9002054276831,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
21,0.58,10,1,[],569.0909378493756,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
22,0.5821,10,1,[],567.1842961954966,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
23,0.5875,10,1,[],570.0242247671387,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
24,0.5941,10,1,[],613.9316652630711,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
25,0.5919,10,1,[],596.1273173008349,225.4183716688173,180.33469733505385,270.50204600258076,MONITOR,IID_wilbik_s11
