round,cid,accuracy,num_examples,drift,label
1,12272430203317786893,0.206,1000,False,IID_wilbik_exactDB
1,2135179404775648332,0.203,1000,False,IID_wilbik_exactDB
1,15076906450264532543,0.21,1000,False,IID_wilbik_exactDB
1,14723794628286901562,0.208,1000,False,IID_wilbik_exactDB
1,18202045325947178803,0.216,1000,False,IID_wilbik_exactDB
1,5222802668695361088,0.191,1000,False,IID_wilbik_exactDB
1,6159251261887641117,0.18,1000,False,IID_wilbik_exactDB
1,2716097809889780279,0.18,1000,False,IID_wilbik_exactDB
1,18094717193440385229,0.213,1000,False,IID_wilbik_exactDB
1,17365559065771392794,0.199,1000,False,IID_wilbik_exactDB
2,18094717193440385229,0.303,1000,False,IID_wilbik_exactDB
2,15076906450264532543,0.304,1000,False,IID_wilbik_exactDB
2,2716097809889780279,0.297,1000,False,IID_wilbik_exactDB
2,6159251261887641117,0.295,1000,False,IID_wilbik_exactDB
2,5222802668695361088,0.316,1000,False,IID_wilbik_exactDB
2,12272430203317786893,0.303,1000,False,IID_wilbik_exactDB
2,2135179404775648332,0.304,1000,False,IID_wilbik_exactDB
2,14723794628286901562,0.311,1000,False,IID_wilbik_exactDB
2,18202045325947178803,0.282,1000,False,IID_wilbik_exactDB
2,17365559065771392794,0.321,1000,False,IID_wilbik_exactDB
3,2135179404775648332,0.374,1000,False,IID_wilbik_exactDB
3,14723794628286901562,0.336,1000,False,IID_wilbik_exactDB
3,18202045325947178803,0.34,1000,False,IID_wilbik_exactDB
3,2716097809889780279,0.347,1000,False,IID_wilbik_exactDB
3,12272430203317786893,0.348,1000,False,IID_wilbik_exactDB
3,17365559065771392794,0.377,1000,False,IID_wilbik_exactDB
3,15076906450264532543,0.354,1000,False,IID_wilbik_exactDB
3,18094717193440385229,0.384,1000,False,IID_wilbik_exactDB
3,5222802668695361088,0.337,1000,False,IID_wilbik_exactDB
3,6159251261887641117,0.349,1000,False,IID_wilbik_exactDB
4,12272430203317786893,0.383,1000,False,IID_wilbik_exactDB
4,6159251261887641117,0.387,1000,False,IID_wilbik_exactDB
4,18202045325947178803,0.369,1000,False,IID_wilbik_exactDB
4,15076906450264532543,0.392,1000,False,IID_wilbik_exactDB
4,2716097809889780279,0.369,1000,False,IID_wilbik_exactDB
4,14723794628286901562,0.367,1000,False,IID_wilbik_exactDB
4,18094717193440385229,0.409,1000,False,IID_wilbik_exactDB
4,17365559065771392794,0.425,1000,False,IID_wilbik_exactDB
4,5222802668695361088,0.373,1000,False,IID_wilbik_exactDB
4,2135179404775648332,0.399,1000,False,IID_wilbik_exactDB
5,12272430203317786893,0.408,1000,False,IID_wilbik_exactDB
5,2135179404775648332,0.414,1000,False,IID_wilbik_exactDB
5,2716097809889780279,0.397,1000,False,IID_wilbik_exactDB
5,6159251261887641117,0.412,1000,False,IID_wilbik_exactDB
5,18202045325947178803,0.416,1000,False,IID_wilbik_exactDB
5,5222802668695361088,0.413,1000,False,IID_wilbik_exactDB
5,17365559065771392794,0.437,1000,False,IID_wilbik_exactDB
5,14723794628286901562,0.403,1000,False,IID_wilbik_exactDB
5,15076906450264532543,0.429,1000,False,IID_wilbik_exactDB
5,18094717193440385229,0.444,1000,False,IID_wilbik_exactDB
1,14129688294529416375,0.189,1000,False,IID_wilbik_exactDB
1,5009979851069407888,0.169,1000,False,IID_wilbik_exactDB
1,16485826158088745573,0.17,1000,False,IID_wilbik_exactDB
1,14169932505200977483,0.158,1000,False,IID_wilbik_exactDB
1,845799277653731684,0.164,1000,False,IID_wilbik_exactDB
1,9733695376347051822,0.214,1000,False,IID_wilbik_exactDB
1,1637246728691380789,0.171,1000,False,IID_wilbik_exactDB
1,6366212493377484387,0.171,1000,False,IID_wilbik_exactDB
1,13566505545761544780,0.187,1000,False,IID_wilbik_exactDB
