cid,mean_accuracy,rounds,total_examples
16784042804125533243,0.3342,5,5000
9322405462336584570,0.3338,5,5000
5378793044096401972,0.3296,5,5000
18127474686044955865,0.32599999999999996,5,5000
8559540708045309985,0.32,5,5000
8138873174734035939,0.313,5,5000
18128263644355942282,0.3128,5,5000
5898740396015645301,0.3116,5,5000
10939042529843268765,0.3088,5,5000
16813922037762957447,0.3088,5,5000
