cid,mean_accuracy,rounds,total_examples
3568346213671139826,0.34059999999999996,5,5000
10285886302705753870,0.3342,5,5000
15306069051781945868,0.3282,5,5000
14412953151290851563,0.32080000000000003,5,5000
16391435318864419688,0.3096,5,5000
750881674794431872,0.3062,5,5000
5960690164993778345,0.30579999999999996,5,5000
3505783387952706351,0.302,5,5000
3069891493874876384,0.30179999999999996,5,5000
7048221957673067514,0.2956,5,5000
