round,cid,accuracy,num_examples,drift,label
10,8543731720318720344,0.514,1000,False,IID_adwin_s11
10,4024417183169647370,0.49,1000,False,IID_adwin_s11
10,5664985229475002910,0.506,1000,False,IID_adwin_s11
10,11017658410225379800,0.522,1000,False,IID_adwin_s11
11,11017658410225379800,0.52,1000,False,IID_adwin_s11
11,5664985229475002910,0.51,1000,False,IID_adwin_s11
11,6838481051918593359,0.511,1000,False,IID_adwin_s11
11,996999572881125240,0.495,1000,False,IID_adwin_s11
11,2966352841180254946,0.522,1000,False,IID_adwin_s11
11,12752010034786212735,0.5,1000,False,IID_adwin_s11
11,8543731720318720344,0.525,1000,False,IID_adwin_s11
11,526889655197255184,0.55,1000,False,IID_adwin_s11
11,4730118721009354814,0.547,1000,False,IID_adwin_s11
11,4024417183169647370,0.493,1000,False,IID_adwin_s11
12,11017658410225379800,0.543,1000,False,IID_adwin_s11
12,12752010034786212735,0.501,1000,False,IID_adwin_s11
12,8543731720318720344,0.512,1000,False,IID_adwin_s11
12,5664985229475002910,0.52,1000,False,IID_adwin_s11
12,996999572881125240,0.497,1000,False,IID_adwin_s11
12,526889655197255184,0.558,1000,False,IID_adwin_s11
12,2966352841180254946,0.526,1000,False,IID_adwin_s11
12,6838481051918593359,0.519,1000,False,IID_adwin_s11
12,4730118721009354814,0.546,1000,False,IID_adwin_s11
12,4024417183169647370,0.5,1000,False,IID_adwin_s11
13,2966352841180254946,0.541,1000,False,IID_adwin_s11
13,996999572881125240,0.515,1000,False,IID_adwin_s11
13,4024417183169647370,0.516,1000,False,IID_adwin_s11
13,12752010034786212735,0.506,1000,False,IID_adwin_s11
13,8543731720318720344,0.535,1000,False,IID_adwin_s11
13,526889655197255184,0.562,1000,False,IID_adwin_s11
13,5664985229475002910,0.536,1000,False,IID_adwin_s11
13,4730118721009354814,0.554,1000,False,IID_adwin_s11
13,11017658410225379800,0.539,1000,False,IID_adwin_s11
13,6838481051918593359,0.534,1000,False,IID_adwin_s11
14,996999572881125240,0.521,1000,False,IID_adwin_s11
14,11017658410225379800,0.549,1000,False,IID_adwin_s11
14,4024417183169647370,0.523,1000,False,IID_adwin_s11
14,526889655197255184,0.583,1000,False,IID_adwin_s11
14,5664985229475002910,0.539,1000,False,IID_adwin_s11
14,4730118721009354814,0.555,1000,False,IID_adwin_s11
14,12752010034786212735,0.525,1000,False,IID_adwin_s11
14,6838481051918593359,0.542,1000,False,IID_adwin_s11
14,2966352841180254946,0.556,1000,False,IID_adwin_s11
14,8543731720318720344,0.526,1000,False,IID_adwin_s11
15,5664985229475002910,0.539,1000,False,IID_adwin_s11
15,526889655197255184,0.581,1000,False,IID_adwin_s11
15,4730118721009354814,0.558,1000,False,IID_adwin_s11
15,6838481051918593359,0.55,1000,False,IID_adwin_s11
15,11017658410225379800,0.55,1000,False,IID_adwin_s11
15,12752010034786212735,0.532,1000,False,IID_adwin_s11
15,2966352841180254946,0.563,1000,False,IID_adwin_s11
15,996999572881125240,0.531,1000,False,IID_adwin_s11
15,8543731720318720344,0.538,1000,False,IID_adwin_s11
15,4024417183169647370,0.533,1000,False,IID_adwin_s11
16,11017658410225379800,0.564,1000,False,IID_adwin_s11
16,5664985229475002910,0.549,1000,False,IID_adwin_s11
16,526889655197255184,0.603,1000,False,IID_adwin_s11
16,12752010034786212735,0.537,1000,False,IID_adwin_s11
16,996999572881125240,0.55,1000,False,IID_adwin_s11
16,6838481051918593359,0.567,1000,False,IID_adwin_s11
16,4730118721009354814,0.579,1000,False,IID_adwin_s11
16,8543731720318720344,0.552,1000,False,IID_adwin_s11
16,4024417183169647370,0.543,1000,False,IID_adwin_s11
16,2966352841180254946,0.566,1000,False,IID_adwin_s11
17,12752010034786212735,0.544,1000,False,IID_adwin_s11
17,4024417183169647370,0.543,1000,False,IID_adwin_s11
17,526889655197255184,0.611,1000,False,IID_adwin_s11
17,11017658410225379800,0.565,1000,False,IID_adwin_s11
17,996999572881125240,0.546,1000,False,IID_adwin_s11
17,5664985229475002910,0.568,1000,False,IID_adwin_s11
17,4730118721009354814,0.585,1000,False,IID_adwin_s11
17,8543731720318720344,0.546,1000,False,IID_adwin_s11
17,2966352841180254946,0.573,1000,False,IID_adwin_s11
17,6838481051918593359,0.584,1000,False,IID_adwin_s11
18,4024417183169647370,0.554,1000,False,IID_adwin_s11
18,996999572881125240,0.567,1000,False,IID_adwin_s11
18,526889655197255184,0.609,1000,False,IID_adwin_s11
18,12752010034786212735,0.55,1000,False,IID_adwin_s11
18,11017658410225379800,0.584,1000,False,IID_adwin_s11
18,6838481051918593359,0.577,1000,False,IID_adwin_s11
18,2966352841180254946,0.567,1000,False,IID_adwin_s11
18,8543731720318720344,0.551,1000,False,IID_adwin_s11
18,4730118721009354814,0.572,1000,False,IID_adwin_s11
18,5664985229475002910,0.565,1000,False,IID_adwin_s11
19,4730118721009354814,0.6,1000,False,IID_adwin_s11
19,8543731720318720344,0.563,1000,False,IID_adwin_s11
19,2966352841180254946,0.583,1000,False,IID_adwin_s11
19,6838481051918593359,0.585,1000,False,IID_adwin_s11
19,5664985229475002910,0.578,1000,False,IID_adwin_s11
19,12752010034786212735,0.56,1000,False,IID_adwin_s11
19,526889655197255184,0.609,1000,False,IID_adwin_s11
19,4024417183169647370,0.569,1000,False,IID_adwin_s11
19,996999572881125240,0.553,1000,False,IID_adwin_s11
19,11017658410225379800,0.589,1000,False,IID_adwin_s11
20,11017658410225379800,0.583,1000,False,IID_adwin_s11
20,8543731720318720344,0.565,1000,False,IID_adwin_s11
20,996999572881125240,0.585,1000,False,IID_adwin_s11
20,5664985229475002910,0.575,1000,False,IID_adwin_s11
20,4024417183169647370,0.567,1000,False,IID_adwin_s11
20,2966352841180254946,0.586,1000,False,IID_adwin_s11
20,4730118721009354814,0.601,1000,False,IID_adwin_s11
20,12752010034786212735,0.571,1000,False,IID_adwin_s11
20,526889655197255184,0.608,1000,False,IID_adwin_s11
20,6838481051918593359,0.606,1000,False,IID_adwin_s11
21,6838481051918593359,0.598,1000,False,IID_adwin_s11
21,4730118721009354814,0.602,1000,False,IID_adwin_s11
21,2966352841180254946,0.582,1000,False,IID_adwin_s11
21,12752010034786212735,0.576,1000,False,IID_adwin_s11
21,526889655197255184,0.621,1000,False,IID_adwin_s11
21,996999572881125240,0.585,1000,False,IID_adwin_s11
21,5664985229475002910,0.576,1000,False,IID_adwin_s11
21,11017658410225379800,0.6,1000,False,IID_adwin_s11
21,4024417183169647370,0.571,1000,False,IID_adwin_s11
21,8543731720318720344,0.569,1000,False,IID_adwin_s11
