round,cid,accuracy,num_examples,drift,label
1,6937565267077310780,0.2852760736196319,1304,True,nonIID_entropy_fixed
1,18092182305910045264,0.07049608355091384,383,True,nonIID_entropy_fixed
1,820716375818971368,0.013574660633484163,221,True,nonIID_entropy_fixed
1,3964802128657007425,0.09122203098106713,1162,True,nonIID_entropy_fixed
1,17276552336758187583,0.27461139896373055,579,True,nonIID_entropy_fixed
1,13461280476395505616,0.07187112763320942,807,True,nonIID_entropy_fixed
1,11367303449566887716,0.07751937984496124,1935,True,nonIID_entropy_fixed
1,1615582135296646299,0.1641086186540732,847,True,nonIID_entropy_fixed
1,9965954641044114185,0.10645431684828165,1193,True,nonIID_entropy_fixed
1,10948088345334557533,0.16899618805590852,1574,True,nonIID_entropy_fixed
2,1615582135296646299,0.18890200708382526,847,True,nonIID_entropy_fixed
2,11367303449566887716,0.14780361757105942,1935,True,nonIID_entropy_fixed
2,9965954641044114185,0.336127409891031,1193,True,nonIID_entropy_fixed
2,6937565267077310780,0.2860429447852761,1304,True,nonIID_entropy_fixed
2,3964802128657007425,0.14974182444061962,1162,True,nonIID_entropy_fixed
2,10948088345334557533,0.29796696315120713,1574,True,nonIID_entropy_fixed
2,820716375818971368,0.06334841628959276,221,True,nonIID_entropy_fixed
2,18092182305910045264,0.1462140992167102,383,True,nonIID_entropy_fixed
2,13461280476395505616,0.1524163568773234,807,True,nonIID_entropy_fixed
2,17276552336758187583,0.41796200345423146,579,True,nonIID_entropy_fixed
3,6937565267077310780,0.35966257668711654,1304,True,nonIID_entropy_fixed
3,9965954641044114185,0.27242246437552387,1193,True,nonIID_entropy_fixed
3,18092182305910045264,0.20365535248041775,383,True,nonIID_entropy_fixed
3,11367303449566887716,0.2806201550387597,1935,True,nonIID_entropy_fixed
3,17276552336758187583,0.6200345423143351,579,True,nonIID_entropy_fixed
3,3964802128657007425,0.23580034423407917,1162,True,nonIID_entropy_fixed
3,13461280476395505616,0.12391573729863693,807,True,nonIID_entropy_fixed
3,1615582135296646299,0.2632821723730815,847,True,nonIID_entropy_fixed
3,10948088345334557533,0.3310038119440915,1574,True,nonIID_entropy_fixed
3,820716375818971368,0.03619909502262444,221,True,nonIID_entropy_fixed
4,18092182305910045264,0.2506527415143603,383,True,nonIID_entropy_fixed
4,3964802128657007425,0.2521514629948365,1162,True,nonIID_entropy_fixed
4,13461280476395505616,0.14374225526641884,807,True,nonIID_entropy_fixed
4,10948088345334557533,0.3970775095298602,1574,True,nonIID_entropy_fixed
4,17276552336758187583,0.5941278065630398,579,True,nonIID_entropy_fixed
4,1615582135296646299,0.32231404958677684,847,True,nonIID_entropy_fixed
4,9965954641044114185,0.37468566638725903,1193,True,nonIID_entropy_fixed
4,11367303449566887716,0.2987080103359173,1935,True,nonIID_entropy_fixed
4,6937565267077310780,0.3565950920245399,1304,True,nonIID_entropy_fixed
4,820716375818971368,0.05429864253393665,221,True,nonIID_entropy_fixed
5,6937565267077310780,0.39493865030674846,1304,False,nonIID_entropy_fixed
5,9965954641044114185,0.43419949706621963,1193,False,nonIID_entropy_fixed
5,1615582135296646299,0.3789846517119244,847,True,nonIID_entropy_fixed
5,3964802128657007425,0.2504302925989673,1162,True,nonIID_entropy_fixed
5,11367303449566887716,0.3669250645994832,1935,True,nonIID_entropy_fixed
5,13461280476395505616,0.15737298636926889,807,True,nonIID_entropy_fixed
5,17276552336758187583,0.6113989637305699,579,True,nonIID_entropy_fixed
5,10948088345334557533,0.4415501905972046,1574,True,nonIID_entropy_fixed
5,820716375818971368,0.05429864253393665,221,True,nonIID_entropy_fixed
5,18092182305910045264,0.27676240208877284,383,True,nonIID_entropy_fixed
