cid,mean_accuracy,rounds,total_examples
3287160599455432753,0.366,5,5000
7779494734324197192,0.363,5,5000
15673300934559662233,0.3614,5,5000
1191507042587018066,0.35219999999999996,5,5000
8507348797178134799,0.3516,5,5000
18209477799535283270,0.3454,5,5000
15836289988886038917,0.3408,5,5000
14699830043613081522,0.32839999999999997,5,5000
13330684448883587965,0.32799999999999996,5,5000
11466958584256972797,0.3246,5,5000
